audio,text
data/audio_variants/audio_conservative/conservative_opera_013.wav,如今楚汉相争之际汉臣李左车来降只恐有诈大王不可不防
data/audio_variants/audio_conservative/conservative_opera_014.wav,大丈夫能屈能伸何虑旁人耻笑况这用兵之道贵在知己知彼
data/audio_variants/audio_moderate/moderate_opera_005.wav,臣启主公那项羽自恃甚勇如今势孤力弱坚守不战四处求援倘若援兵到此我军恐难取胜
data/audio_variants/audio_moderate/moderate_opera_006.wav,依臣之见需派一能言善辩之人诈降项羽诱其出战臣在九里山摆下十面大阵他若前来项羽可灭也
data/audio_variants/audio_moderate/moderate_opera_007.wav,大英雄盖世无敌灭赢秦废楚帝
data/audio_variants/audio_moderate/moderate_opera_008.wav,明灭蟾光金风里鼓角凄凉
data/audio_variants/audio_moderate/moderate_opera_009.wav,忆自从征入战场不知历尽几星霜何年得遂还乡愿兵气销为日月光
data/audio_variants/audio_moderate/moderate_opera_010.wav,且住适听子期之言大王出兵甚为不利怎奈大王秉性刚强不纳忠言恐日久必败于刘邦之手
data/audio_variants/audio_moderate/moderate_opera_011.wav,思想起来好不忧虑人也
data/audio_variants/audio_moderate/moderate_opera_012.wav,大王今日回宫为何发笑
data/audio_variants/audio_moderate/moderate_opera_013.wav,如今楚汉相争之际汉臣李左车来降只恐有诈大王不可不防
data/audio_variants/audio_moderate/moderate_opera_014.wav,大丈夫能屈能伸何虑旁人耻笑况这用兵之道贵在知己知彼
data/audio_variants/audio_pitch_sensitive/pitch_sensitive_opera_005.wav,臣启主公那项羽自恃甚勇如今势孤力弱坚守不战四处求援倘若援兵到此我军恐难取胜
data/audio_variants/audio_pitch_sensitive/pitch_sensitive_opera_006.wav,依臣之见需派一能言善辩之人诈降项羽诱其出战臣在九里山摆下十面大阵他若前来项羽可灭也
data/audio_variants/audio_pitch_sensitive/pitch_sensitive_opera_007.wav,大英雄盖世无敌灭赢秦废楚帝
data/audio_variants/audio_pitch_sensitive/pitch_sensitive_opera_008.wav,明灭蟾光金风里鼓角凄凉
data/audio_variants/audio_pitch_sensitive/pitch_sensitive_opera_009.wav,忆自从征入战场不知历尽几星霜何年得遂还乡愿兵气销为日月光
data/audio_variants/audio_pitch_sensitive/pitch_sensitive_opera_010.wav,且住适听子期之言大王出兵甚为不利怎奈大王秉性刚强不纳忠言恐日久必败于刘邦之手
data/audio_variants/audio_pitch_sensitive/pitch_sensitive_opera_011.wav,思想起来好不忧虑人也
data/audio_variants/audio_pitch_sensitive/pitch_sensitive_opera_012.wav,大王今日回宫为何发笑
data/audio_variants/audio_pitch_sensitive/pitch_sensitive_opera_013.wav,如今楚汉相争之际汉臣李左车来降只恐有诈大王不可不防
data/audio_variants/audio_pitch_sensitive/pitch_sensitive_opera_014.wav,大丈夫能屈能伸何虑旁人耻笑况这用兵之道贵在知己知彼
data/audio_variants/audio_time_preserving/time_preserving_opera_005.wav,臣启主公那项羽自恃甚勇如今势孤力弱坚守不战四处求援倘若援兵到此我军恐难取胜
data/audio_variants/audio_time_preserving/time_preserving_opera_006.wav,依臣之见需派一能言善辩之人诈降项羽诱其出战臣在九里山摆下十面大阵他若前来项羽可灭也
data/audio_variants/audio_time_preserving/time_preserving_opera_007.wav,大英雄盖世无敌灭赢秦废楚帝
data/audio_variants/audio_time_preserving/time_preserving_opera_008.wav,明灭蟾光金风里鼓角凄凉
data/audio_variants/audio_time_preserving/time_preserving_opera_009.wav,忆自从征入战场不知历尽几星霜何年得遂还乡愿兵气销为日月光
data/audio_variants/audio_time_preserving/time_preserving_opera_010.wav,且住适听子期之言大王出兵甚为不利怎奈大王秉性刚强不纳忠言恐日久必败于刘邦之手
data/audio_variants/audio_time_preserving/time_preserving_opera_011.wav,思想起来好不忧虑人也
data/audio_variants/audio_time_preserving/time_preserving_opera_012.wav,大王今日回宫为何发笑
data/audio_variants/audio_time_preserving/time_preserving_opera_013.wav,如今楚汉相争之际汉臣李左车来降只恐有诈大王不可不防
data/audio_variants/audio_time_preserving/time_preserving_opera_014.wav,大丈夫能屈能伸何虑旁人耻笑况这用兵之道贵在知己知彼
data/audio_variants/audio_ultra_aggressive/ultra_aggressive_opera_005.wav,臣启主公那项羽自恃甚勇如今势孤力弱坚守不战四处求援倘若援兵到此我军恐难取胜
data/audio_variants/audio_ultra_aggressive/ultra_aggressive_opera_006.wav,依臣之见需派一能言善辩之人诈降项羽诱其出战臣在九里山摆下十面大阵他若前来项羽可灭也
data/audio_variants/audio_ultra_aggressive/ultra_aggressive_opera_007.wav,大英雄盖世无敌灭赢秦废楚帝
data/audio_variants/audio_ultra_aggressive/ultra_aggressive_opera_008.wav,明灭蟾光金风里鼓角凄凉
data/audio_variants/audio_ultra_aggressive/ultra_aggressive_opera_009.wav,忆自从征入战场不知历尽几星霜何年得遂还乡愿兵气销为日月光
data/audio_variants/audio_ultra_aggressive/ultra_aggressive_opera_010.wav,且住适听子期之言大王出兵甚为不利怎奈大王秉性刚强不纳忠言恐日久必败于刘邦之手
data/audio_variants/audio_ultra_aggressive/ultra_aggressive_opera_011.wav,思想起来好不忧虑人也
data/audio_variants/audio_ultra_aggressive/ultra_aggressive_opera_012.wav,大王今日回宫为何发笑
data/audio_variants/audio_ultra_aggressive/ultra_aggressive_opera_013.wav,如今楚汉相争之际汉臣李左车来降只恐有诈大王不可不防
data/audio_variants/audio_ultra_aggressive/ultra_aggressive_opera_014.wav,大丈夫能屈能伸何虑旁人耻笑况这用兵之道贵在知己知彼
